id,years_experience,skills,education_level,location,preferred_work_mode,gender,race,suitability_score
CAND_00077,0.6,56.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Indígena,0.4793636390819187
CAND_00078,2.9,52.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.4104653783283118
CAND_00079,5.3,58.0,Bacharelado,Região Metropolitana,Remoto,Não-binário,Amarela,0.2713567894311657
CAND_00080,9.4,84.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Indígena,0.7871037577332498
CAND_00081,8.0,30.0,Bacharelado,Capitais,Híbrido,Não-binário,Amarela,0.3024666753510489
CAND_00082,6.4,45.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Preta,0.40436844373183223
CAND_00083,9.8,55.0,Mestrado,Região Metropolitana,Presencial,Masculino,Indígena,0.5809627222477369
CAND_00084,1.8,80.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Parda,0.6637933817899121
CAND_00085,6.4,47.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Parda,0.5015438515854396
CAND_00086,8.1,71.0,Bacharelado,Capitais,Remoto,Não-binário,Indígena,0.5515931608155332
CAND_00087,0.9,49.0,Bacharelado,Capitais,Presencial,Feminino,Parda,0.3762743644966794
CAND_00088,3.8,72.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Indígena,0.503229203912105
CAND_00089,6.3,36.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Indígena,0.3970576338925378
CAND_00090,3.8,14.0,Mestrado,Região Metropolitana,Híbrido,Não-binário,Amarela,0.485804417093811
CAND_00091,4.1,47.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.30646065048467624
CAND_00092,7.5,43.0,Bacharelado,Capitais,Presencial,Masculino,Amarela,0.26780690801031715
CAND_00093,9.5,40.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Preta,0.4304858375812192
CAND_00094,1.1,38.0,Bacharelado,Região Metropolitana,Presencial,Não-binário,Preta,0.3640772116248877
CAND_00095,9.1,52.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Parda,0.49312552934096293
CAND_00096,2.3,46.0,Bacharelado,Capitais,Remoto,Feminino,Parda,0.35808535372379197
CAND_00097,4.4,70.0,Mestrado,Região Metropolitana,Remoto,Não-binário,Preta,0.6459482665417304
CAND_00098,7.5,63.0,Ensino Médio,Região Metropolitana,Remoto,Masculino,Preta,0.5826398864789214
CAND_00099,7.5,56.0,Mestrado,Capitais,Presencial,Não-binário,Branca,0.6344202355885148
CAND_00100,0.8,59.0,Ensino Médio,Interior,Remoto,Não-binário,Amarela,0.27274474485499545
CAND_00101,9.6,33.0,Ensino Médio,Região Metropolitana,Presencial,Feminino,Preta,0.4021951194115992
CAND_00102,3.6,49.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.3603398748949931
CAND_00103,7.9,49.0,Ensino Médio,Capitais,Remoto,Não-binário,Preta,0.5510427591937259
CAND_00104,8.3,45.0,Doutorado,Interior,Remoto,Masculino,Amarela,0.6636096906879504
CAND_00105,6.9,47.0,Bacharelado,Capitais,Híbrido,Não-binário,Parda,0.38109428414900526
CAND_00106,3.5,69.0,Bacharelado,Interior,Presencial,Não-binário,Branca,0.46069815606067976
CAND_00107,3.9,52.0,Mestrado,Capitais,Híbrido,Feminino,Parda,0.35739532180955047
CAND_00108,4.2,58.0,Bacharelado,Capitais,Remoto,Masculino,Preta,0.5170212997236663
CAND_00109,0.1,44.0,Bacharelado,Capitais,Remoto,Feminino,Parda,0.382109799471407
CAND_00110,4.8,78.0,Ensino Médio,Região Metropolitana,Presencial,Masculino,Amarela,0.6294190487552185
CAND_00111,4.0,72.0,Mestrado,Região Metropolitana,Remoto,Masculino,Parda,0.6514816601131097
CAND_00112,4.2,56.0,Doutorado,Capitais,Remoto,Masculino,Amarela,0.49331962216259634
CAND_00113,2.8,68.0,Mestrado,Interior,Híbrido,Não-binário,Branca,0.5213088781569831
CAND_00114,4.4,45.0,Mestrado,Interior,Híbrido,Não-binário,Amarela,0.43724991583495293
CAND_00115,8.3,51.0,Bacharelado,Capitais,Híbrido,Não-binário,Indígena,0.6322371383903851
CAND_00116,7.2,41.0,Ensino Médio,Capitais,Remoto,Feminino,Parda,0.494082899180662
CAND_00117,11.1,70.0,Bacharelado,Capitais,Presencial,Masculino,Indígena,0.6952296654424098
CAND_00118,4.0,69.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.3300405702347087
CAND_00119,2.9,78.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Parda,0.5757257361382697
CAND_00120,1.8,53.0,Bacharelado,Capitais,Presencial,Masculino,Indígena,0.4473622042268458
CAND_00121,6.2,56.0,Ensino Médio,Capitais,Remoto,Não-binário,Parda,0.3798825499312842
CAND_00122,5.3,51.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Indígena,0.6314088722025927
CAND_00123,8.0,42.0,Bacharelado,Interior,Híbrido,Não-binário,Indígena,0.6049302038552398
CAND_00124,0.2,47.0,Mestrado,Região Metropolitana,Híbrido,Feminino,Indígena,0.26270752750848136
CAND_00125,2.9,41.0,Mestrado,Capitais,Híbrido,Masculino,Preta,0.384136438511528
CAND_00126,3.2,20.0,Bacharelado,Capitais,Presencial,Não-binário,Indígena,0.31929542985574966
CAND_00127,4.7,71.0,Bacharelado,Capitais,Híbrido,Feminino,Parda,0.6207828131257614
CAND_00128,3.8,41.0,Bacharelado,Capitais,Presencial,Não-binário,Indígena,0.4598317047551964
CAND_00129,6.4,44.0,Bacharelado,Capitais,Presencial,Não-binário,Amarela,0.5793601563400228
CAND_00130,10.9,50.0,Bacharelado,Capitais,Remoto,Não-binário,Indígena,0.6144895228016503
CAND_00131,0.7,48.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Preta,0.43925849909884623
CAND_00132,2.8,45.0,Mestrado,Capitais,Híbrido,Feminino,Parda,0.3856692243112833
CAND_00133,2.1,57.0,Mestrado,Interior,Presencial,Feminino,Indígena,0.4405675185358872
CAND_00134,2.6,40.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.15060048106072788
CAND_00135,10.7,84.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Indígena,0.6024849216970882
CAND_00136,9.7,41.0,Ensino Médio,Capitais,Híbrido,Masculino,Branca,0.2711132686699168
CAND_00137,2.6,42.0,Ensino Médio,Interior,Presencial,Não-binário,Branca,0.38374016396317934
CAND_00138,3.2,69.0,Doutorado,Região Metropolitana,Remoto,Masculino,Amarela,0.6794835035570609
CAND_00139,0.0,67.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.28162268577898786
CAND_00140,5.0,58.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.3342732030529407
CAND_00141,2.5,54.0,Doutorado,Capitais,Híbrido,Masculino,Indígena,0.4126319407941906
CAND_00142,3.4,57.0,Ensino Médio,Região Metropolitana,Presencial,Feminino,Preta,0.3256633179166508
CAND_00143,5.8,57.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.6815506933655683
CAND_00144,4.1,42.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.1368192701953218
CAND_00145,3.2,49.0,Bacharelado,Capitais,Híbrido,Feminino,Indígena,0.3350096364207646
CAND_00146,7.9,79.0,Ensino Médio,Região Metropolitana,Híbrido,Masculino,Preta,0.5328515077702746
CAND_00147,6.2,59.0,Mestrado,Região Metropolitana,Híbrido,Feminino,Amarela,0.6357158246808967
CAND_00148,9.3,42.0,Mestrado,Região Metropolitana,Presencial,Feminino,Amarela,0.5028688368976201
CAND_00149,2.5,60.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Branca,0.5795984208968461
CAND_00150,9.4,32.0,Bacharelado,Capitais,Híbrido,Não-binário,Preta,0.4018352114175174
CAND_00151,10.0,34.0,Bacharelado,Capitais,Híbrido,Feminino,Indígena,0.45948553937571607
CAND_00152,3.9,56.0,Ensino Médio,Interior,Remoto,Feminino,Indígena,0.3062159043625872
CAND_00153,2.7,69.0,Ensino Médio,Capitais,Remoto,Não-binário,Amarela,0.30230986290039685
CAND_00154,5.2,50.0,Mestrado,Capitais,Híbrido,Feminino,Amarela,0.4542284773192403
CAND_00155,3.7,35.0,Mestrado,Capitais,Presencial,Masculino,Indígena,0.3249889276131061
CAND_00156,11.3,54.0,Ensino Médio,Região Metropolitana,Presencial,Feminino,Branca,0.5740651582606607
CAND_00157,5.4,66.0,Bacharelado,Capitais,Remoto,Masculino,Parda,0.5858470105921949
CAND_00158,6.2,61.0,Mestrado,Região Metropolitana,Híbrido,Feminino,Branca,0.654269246645308
CAND_00159,7.5,59.0,Mestrado,Capitais,Remoto,Não-binário,Branca,0.6173456278819303
CAND_00160,6.7,45.0,Bacharelado,Capitais,Remoto,Não-binário,Parda,0.585568689287701
CAND_00161,1.2,24.0,Bacharelado,Capitais,Híbrido,Não-binário,Preta,0.1449229722874277
CAND_00162,4.7,73.0,Bacharelado,Interior,Híbrido,Feminino,Branca,0.5636323211039639
CAND_00163,7.1,63.0,Bacharelado,Interior,Híbrido,Masculino,Amarela,0.7903695099642593
CAND_00164,7.4,58.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.43826358954912364
CAND_00165,0.0,50.0,Bacharelado,Capitais,Remoto,Feminino,Parda,0.2420493377073062
CAND_00166,6.1,24.0,Bacharelado,Região Metropolitana,Presencial,Não-binário,Parda,0.34449440751550703
CAND_00167,4.6,89.0,Bacharelado,Capitais,Remoto,Masculino,Indígena,0.45227611370921117
CAND_00168,5.5,65.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Indígena,0.4808199705700165
CAND_00169,6.6,73.0,Bacharelado,Capitais,Presencial,Não-binário,Parda,0.6091251214870896
CAND_00170,6.4,53.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.42047514908080497
CAND_00171,5.7,45.0,Bacharelado,Capitais,Presencial,Não-binário,Branca,0.4870235918925385
CAND_00172,4.3,50.0,Bacharelado,Capitais,Remoto,Não-binário,Amarela,0.5268961023034295
CAND_00173,0.0,39.0,Mestrado,Capitais,Remoto,Masculino,Amarela,0.4644540226219227
CAND_00174,2.1,26.0,Bacharelado,Capitais,Presencial,Não-binário,Preta,0.22109287709017472
CAND_00175,2.8,29.0,Mestrado,Capitais,Remoto,Não-binário,Parda,0.44220819587980653
CAND_00176,4.5,42.0,Ensino Médio,Região Metropolitana,Presencial,Não-binário,Branca,0.3207481294533936
CAND_00177,1.1,61.0,Bacharelado,Região Metropolitana,Presencial,Não-binário,Amarela,0.45524706960125216
CAND_00178,3.4,52.0,Ensino Médio,Região Metropolitana,Híbrido,Feminino,Parda,0.381612706004353
CAND_00179,8.0,64.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Amarela,0.616231501856921
CAND_00180,9.9,47.0,Doutorado,Região Metropolitana,Híbrido,Não-binário,Amarela,0.7216975350598925
CAND_00181,3.7,33.0,Ensino Médio,Capitais,Presencial,Não-binário,Branca,0.23705730459383395
CAND_00182,0.7,43.0,Bacharelado,Capitais,Remoto,Masculino,Indígena,0.2602192555071808
CAND_00183,3.6,53.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.5972263705368017
CAND_00184,6.7,54.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Preta,0.5307430671662623
CAND_00185,0.8,49.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Parda,0.3802826074761993
CAND_00186,4.5,40.0,Mestrado,Capitais,Remoto,Não-binário,Branca,0.465607422676931
CAND_00187,4.5,54.0,Bacharelado,Região Metropolitana,Híbrido,Não-binário,Indígena,0.4911499691075113
CAND_00188,2.4,61.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Parda,0.5203265331419482
CAND_00189,1.5,12.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Indígena,0.19742156694331953
CAND_00190,9.3,39.0,Ensino Médio,Capitais,Remoto,Feminino,Indígena,0.4906382842813325
CAND_00191,7.8,36.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Amarela,0.5112630333979818
CAND_00192,5.9,59.0,Bacharelado,Capitais,Híbrido,Não-binário,Amarela,0.4223218978395066
CAND_00193,3.9,55.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Indígena,0.39933405341047845
CAND_00194,10.2,60.0,Bacharelado,Interior,Híbrido,Não-binário,Indígena,0.5989897466171668
CAND_00195,5.9,38.0,Ensino Médio,Interior,Remoto,Feminino,Amarela,0.5185861710987578
CAND_00196,3.0,50.0,Ensino Médio,Região Metropolitana,Remoto,Feminino,Parda,0.19075681381326454
CAND_00197,4.4,49.0,Doutorado,Capitais,Presencial,Feminino,Parda,0.6129975143191513
CAND_00198,3.1,34.0,Bacharelado,Capitais,Remoto,Masculino,Preta,0.4317481931293006
CAND_00199,5.2,42.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.49361657462257247
CAND_00200,4.0,41.0,Bacharelado,Região Metropolitana,Híbrido,Não-binário,Indígena,0.5551163908930096
CAND_00201,4.3,33.0,Doutorado,Capitais,Híbrido,Feminino,Preta,0.5723833472037181
CAND_00202,7.5,27.0,Bacharelado,Capitais,Híbrido,Não-binário,Parda,0.5974041134129644
CAND_00203,8.0,56.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Branca,0.3887606169184441
CAND_00204,7.3,62.0,Mestrado,Capitais,Híbrido,Feminino,Parda,0.6157161574546407
CAND_00205,4.5,60.0,Bacharelado,Capitais,Remoto,Feminino,Parda,0.4640053389090223
CAND_00206,5.0,43.0,Bacharelado,Capitais,Presencial,Não-binário,Preta,0.4975986354852078
CAND_00207,2.5,87.0,Bacharelado,Região Metropolitana,Híbrido,Não-binário,Indígena,0.599992980481716
CAND_00208,0.7,41.0,Mestrado,Interior,Híbrido,Não-binário,Branca,0.2884014512616629
CAND_00209,0.2,53.0,Doutorado,Capitais,Híbrido,Feminino,Branca,0.5636660851890005
CAND_00210,2.7,61.0,Doutorado,Capitais,Híbrido,Masculino,Preta,0.751995296364053
CAND_00211,4.0,51.0,Ensino Médio,Capitais,Híbrido,Não-binário,Preta,0.3857290130479489
CAND_00212,3.4,75.0,Doutorado,Interior,Híbrido,Não-binário,Parda,0.6711949528586499
CAND_00213,0.7,75.0,Mestrado,Capitais,Híbrido,Feminino,Indígena,0.42616713686742186
CAND_00214,9.8,61.0,Bacharelado,Capitais,Híbrido,Não-binário,Parda,0.7068131837538555
CAND_00215,5.5,46.0,Bacharelado,Capitais,Remoto,Não-binário,Preta,0.46033307961436687
CAND_00216,0.0,43.0,Mestrado,Região Metropolitana,Remoto,Masculino,Parda,0.37704974958187343
CAND_00217,5.8,42.0,Bacharelado,Capitais,Híbrido,Feminino,Preta,0.5604381219124146
CAND_00218,7.4,80.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.6957364948991075
CAND_00219,4.4,48.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Preta,0.353382407725655
CAND_00220,4.8,73.0,Bacharelado,Capitais,Híbrido,Feminino,Amarela,0.4821253044969878
CAND_00221,4.1,61.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.5833372217655205
CAND_00222,5.6,36.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.4368635563494373
CAND_00223,2.6,65.0,Ensino Médio,Região Metropolitana,Remoto,Não-binário,Indígena,0.3234382951955365
CAND_00224,8.1,51.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Parda,0.45283321146125854
CAND_00225,3.8,47.0,Mestrado,Região Metropolitana,Presencial,Masculino,Indígena,0.44496943390980614
CAND_00226,2.0,47.0,Bacharelado,Capitais,Híbrido,Não-binário,Indígena,0.28310186730905446
CAND_00227,8.3,48.0,Bacharelado,Capitais,Presencial,Não-binário,Indígena,0.5357096894299765
CAND_00228,6.7,38.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Amarela,0.5723369667660257
CAND_00229,6.5,38.0,Ensino Médio,Capitais,Presencial,Masculino,Amarela,0.4020389812956661
CAND_00230,5.9,55.0,Ensino Médio,Região Metropolitana,Presencial,Masculino,Preta,0.48495126064758026
CAND_00231,5.7,56.0,Bacharelado,Interior,Híbrido,Não-binário,Parda,0.5023377595438656
CAND_00232,9.0,49.0,Mestrado,Região Metropolitana,Híbrido,Feminino,Parda,0.46357349875450343
CAND_00233,4.3,0.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Preta,0.3336863122304895
CAND_00234,2.2,43.0,Bacharelado,Capitais,Híbrido,Masculino,Indígena,0.4535201380609199
CAND_00235,1.0,55.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.25851665290850107
CAND_00236,4.2,71.0,Mestrado,Capitais,Híbrido,Masculino,Amarela,0.4688781740427892
CAND_00237,4.8,76.0,Mestrado,Capitais,Híbrido,Feminino,Parda,0.725313094260686
CAND_00238,7.3,62.0,Mestrado,Capitais,Remoto,Feminino,Branca,0.7866112501333398
CAND_00239,1.2,50.0,Bacharelado,Interior,Presencial,Feminino,Amarela,0.4406360598643307
CAND_00240,2.7,74.0,Bacharelado,Capitais,Remoto,Não-binário,Branca,0.5039723007421256
CAND_00241,3.9,72.0,Doutorado,Interior,Presencial,Não-binário,Indígena,0.6004412562931922
CAND_00242,10.2,28.0,Mestrado,Região Metropolitana,Remoto,Masculino,Branca,0.441825023537548
CAND_00243,2.1,48.0,Ensino Médio,Capitais,Híbrido,Masculino,Amarela,0.2924952229124892
CAND_00244,4.3,63.0,Bacharelado,Capitais,Presencial,Não-binário,Amarela,0.4141726222010428
CAND_00245,6.9,37.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.4291114076848106
CAND_00246,6.5,53.0,Bacharelado,Interior,Híbrido,Masculino,Preta,0.6117559980874097
CAND_00247,4.3,31.0,Bacharelado,Capitais,Presencial,Masculino,Amarela,0.3408256212395485
CAND_00248,4.3,40.0,Doutorado,Região Metropolitana,Híbrido,Feminino,Indígena,0.5374470525134156
CAND_00249,7.6,44.0,Mestrado,Capitais,Híbrido,Feminino,Indígena,0.571881165808096
CAND_00250,7.1,26.0,Ensino Médio,Capitais,Remoto,Não-binário,Amarela,0.21601752863971546
CAND_00251,5.7,58.0,Bacharelado,Capitais,Híbrido,Não-binário,Parda,0.75388408487575
CAND_00252,6.1,54.0,Bacharelado,Capitais,Híbrido,Feminino,Indígena,0.408877655158177
CAND_00253,6.2,28.0,Bacharelado,Capitais,Presencial,Feminino,Amarela,0.6572455578638841
CAND_00254,5.3,66.0,Mestrado,Capitais,Presencial,Não-binário,Branca,0.43362125654292405
CAND_00255,2.5,51.0,Ensino Médio,Região Metropolitana,Híbrido,Masculino,Amarela,0.3089430604148658
CAND_00256,5.8,29.0,Mestrado,Região Metropolitana,Presencial,Não-binário,Preta,0.29828415944022857
CAND_00257,0.0,45.0,Mestrado,Capitais,Híbrido,Masculino,Branca,0.39322370205154245
CAND_00258,3.2,68.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Parda,0.38148538256154285
CAND_00259,5.4,58.0,Bacharelado,Capitais,Remoto,Não-binário,Branca,0.41918136685205953
CAND_00260,5.4,44.0,Bacharelado,Capitais,Presencial,Feminino,Indígena,0.4127970040164193
CAND_00261,4.0,44.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Preta,0.2919365698366436
CAND_00262,7.9,51.0,Bacharelado,Região Metropolitana,Presencial,Não-binário,Parda,0.37208328780904254
CAND_00263,3.5,65.0,Bacharelado,Capitais,Remoto,Feminino,Indígena,0.4939753816634483
CAND_00264,4.2,57.0,Bacharelado,Capitais,Híbrido,Masculino,Indígena,0.4031487529440555
CAND_00265,0.3,57.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Indígena,0.5481339013129327
