id,years_experience,skills,education_level,location,preferred_work_mode,gender,race,suitability_score
CAND_00049,6.6,65.0,Ensino Médio,Região Metropolitana,Presencial,Masculino,Parda,0.8164641124236807
CAND_00050,3.4,65.0,Mestrado,Região Metropolitana,Presencial,Masculino,Branca,0.8727270929591476
CAND_00051,8.6,47.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Branca,0.5026981813345104
CAND_00052,5.4,74.0,Mestrado,Região Metropolitana,Híbrido,Feminino,Branca,0.5156732866116653
CAND_00053,2.8,50.0,Mestrado,Interior,Remoto,Feminino,Branca,0.3126062701022024
CAND_00054,3.2,40.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00055,8.4,38.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.4016189886227729
CAND_00056,0.2,38.0,Bacharelado,Capitais,Híbrido,Masculino,Parda,0.7059287315477532
CAND_00057,8.7,33.0,Bacharelado,Capitais,Remoto,Masculino,Amarela,0.46693221364940163
CAND_00058,10.5,77.0,Bacharelado,Interior,Híbrido,Feminino,Branca,0.4160865120208115
CAND_00059,1.1,55.0,Mestrado,Região Metropolitana,Remoto,Masculino,Branca,0.8999261345800693
CAND_00060,4.7,66.0,Mestrado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00061,8.6,50.0,Mestrado,Capitais,Remoto,Feminino,Branca,0.588023556714923
CAND_00062,3.7,49.0,Ensino Médio,Região Metropolitana,Remoto,Masculino,Indígena,0.5393306963498966
CAND_00063,4.7,36.0,Mestrado,Região Metropolitana,Presencial,Masculino,Branca,0.7290052025696464
CAND_00064,4.9,42.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.8473187039607745
CAND_00065,8.4,62.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.9899931530847935
CAND_00066,5.9,45.0,Mestrado,Capitais,Híbrido,Masculino,Preta,0.33604844431017056
CAND_00067,3.0,38.0,Mestrado,Capitais,Presencial,Masculino,Branca,0.8530914752186293
CAND_00068,11.7,59.0,Mestrado,Região Metropolitana,Híbrido,Feminino,Branca,0.534143652540985
CAND_00069,4.1,85.0,Mestrado,Capitais,Presencial,Feminino,Branca,0.8033558244324819
CAND_00070,3.7,40.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.753792394853628
CAND_00071,2.9,47.0,Bacharelado,Capitais,Presencial,Masculino,Amarela,0.5647768352456005
CAND_00072,3.3,37.0,Ensino Médio,Região Metropolitana,Híbrido,Feminino,Branca,0.3026499105299938
CAND_00073,0.8,53.0,Mestrado,Região Metropolitana,Híbrido,Feminino,Parda,0.40070707276076695
CAND_00074,2.4,58.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.465020053164119
CAND_00075,3.9,57.0,Ensino Médio,Capitais,Híbrido,Masculino,Branca,0.8855961324473146
CAND_00076,8.1,43.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Branca,1.0
CAND_00077,7.3,44.0,Doutorado,Região Metropolitana,Presencial,Masculino,Indígena,0.693472584998049
CAND_00078,8.2,51.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.9670791262377784
CAND_00079,6.3,52.0,Mestrado,Interior,Presencial,Masculino,Branca,0.6016829590925725
CAND_00080,9.2,54.0,Mestrado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00081,4.7,50.0,Doutorado,Capitais,Híbrido,Feminino,Amarela,0.2711333671015138
CAND_00082,9.0,62.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,1.0
CAND_00083,6.4,25.0,Bacharelado,Interior,Híbrido,Masculino,Branca,0.5801143510090286
CAND_00084,7.4,37.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.6645788653305122
CAND_00085,6.6,34.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Amarela,0.04126375335142129
CAND_00086,4.9,58.0,Bacharelado,Região Metropolitana,Presencial,Não-binário,Indígena,0.04894311174099693
CAND_00087,3.4,44.0,Mestrado,Região Metropolitana,Remoto,Feminino,Amarela,0.14513246707299282
CAND_00088,5.5,69.0,Mestrado,Capitais,Remoto,Masculino,Parda,0.9261153800273463
CAND_00089,5.0,76.0,Bacharelado,Capitais,Híbrido,Masculino,Parda,1.0
CAND_00090,8.2,47.0,Mestrado,Região Metropolitana,Remoto,Masculino,Amarela,0.6340722169241565
CAND_00091,1.6,48.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.9410301344403775
CAND_00092,10.3,40.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.9697072880542923
CAND_00093,2.3,77.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Preta,0.0
CAND_00094,6.4,64.0,Mestrado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00095,1.0,64.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Parda,0.6641701434280999
CAND_00096,0.0,62.0,Mestrado,Interior,Presencial,Feminino,Preta,0.0
CAND_00097,1.6,57.0,Ensino Médio,Região Metropolitana,Híbrido,Feminino,Branca,0.432984528987545
CAND_00098,3.4,54.0,Mestrado,Região Metropolitana,Remoto,Feminino,Parda,0.5281985775306366
CAND_00099,0.0,58.0,Mestrado,Interior,Híbrido,Masculino,Branca,0.6785306259366106
CAND_00100,11.4,67.0,Ensino Médio,Capitais,Presencial,Masculino,Parda,0.9622605175238091
CAND_00101,4.6,47.0,Ensino Médio,Capitais,Presencial,Feminino,Amarela,0.12045224851589198
CAND_00102,0.0,57.0,Ensino Médio,Capitais,Híbrido,Masculino,Parda,0.7004907505266488
CAND_00103,5.7,54.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00104,7.1,60.0,Doutorado,Região Metropolitana,Presencial,Masculino,Preta,0.5799914084731475
CAND_00105,7.7,59.0,Doutorado,Capitais,Remoto,Masculino,Branca,1.0
CAND_00106,9.2,46.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00107,1.4,43.0,Mestrado,Capitais,Presencial,Masculino,Branca,0.8557659448821053
CAND_00108,9.0,40.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Preta,0.09399604541270434
CAND_00109,6.0,57.0,Bacharelado,Capitais,Remoto,Feminino,Parda,0.47793790918703344
CAND_00110,4.9,25.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Amarela,0.3623827370606067
CAND_00111,4.5,58.0,Bacharelado,Capitais,Remoto,Não-binário,Indígena,0.19583116059530525
CAND_00112,1.9,66.0,Mestrado,Região Metropolitana,Híbrido,Feminino,Branca,0.296106393842096
CAND_00113,1.7,36.0,Bacharelado,Capitais,Remoto,Feminino,Amarela,0.09412386131920732
CAND_00114,2.0,42.0,Mestrado,Capitais,Remoto,Feminino,Branca,0.5238716829664691
CAND_00115,5.5,50.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.8805272130976416
CAND_00116,4.2,57.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Branca,0.549737591934768
CAND_00117,2.8,79.0,Ensino Médio,Capitais,Híbrido,Masculino,Branca,0.8874286288744231
CAND_00118,6.9,47.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Indígena,0.6837731769767896
CAND_00119,1.2,26.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.4024164604883926
CAND_00120,3.2,45.0,Bacharelado,Capitais,Remoto,Masculino,Amarela,0.6116916116320837
CAND_00121,9.2,37.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.8247775764675394
CAND_00122,2.2,65.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.5563011390445277
CAND_00123,11.3,43.0,Bacharelado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00124,11.0,38.0,Ensino Médio,Capitais,Presencial,Masculino,Branca,1.0
CAND_00125,3.6,24.0,Mestrado,Região Metropolitana,Remoto,Masculino,Parda,0.7176575557123321
CAND_00126,0.3,34.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.47343292667994835
CAND_00127,7.1,44.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.4971174168885873
CAND_00128,3.5,67.0,Bacharelado,Interior,Presencial,Masculino,Branca,0.5770770210708681
CAND_00129,5.5,43.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.9688172071533269
CAND_00130,7.2,70.0,Mestrado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00131,4.2,38.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.7898089001321449
CAND_00132,3.7,41.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.6412891018762159
CAND_00133,0.6,80.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.5139308634847509
CAND_00134,0.0,67.0,Mestrado,Região Metropolitana,Remoto,Feminino,Branca,0.44040618362609824
CAND_00135,8.6,48.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.5556463739981438
CAND_00136,4.7,46.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Branca,0.33848628490259836
CAND_00137,5.4,30.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Amarela,0.0
CAND_00138,2.5,40.0,Doutorado,Capitais,Presencial,Masculino,Preta,0.3613859146419494
CAND_00139,0.0,51.0,Bacharelado,Capitais,Presencial,Feminino,Indígena,0.22550927251517577
CAND_00140,0.0,40.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.9898275340657661
CAND_00141,4.4,29.0,Bacharelado,Capitais,Presencial,Masculino,Amarela,0.3507096197500378
CAND_00142,8.4,37.0,Mestrado,Interior,Híbrido,Masculino,Branca,0.6096153939508637
CAND_00143,13.3,49.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.7460651038229398
CAND_00144,9.5,41.0,Doutorado,Região Metropolitana,Híbrido,Masculino,Indígena,0.7702587216827583
CAND_00145,7.2,58.0,Mestrado,Interior,Híbrido,Masculino,Preta,0.2367680356191981
CAND_00146,2.0,61.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.49167696000341277
CAND_00147,5.1,34.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00148,11.1,45.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.6046128575090566
CAND_00149,7.3,20.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.7407493892324866
CAND_00150,0.5,53.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.8205071984802503
CAND_00151,7.5,28.0,Ensino Médio,Capitais,Híbrido,Masculino,Preta,0.24891180507470853
CAND_00152,3.7,67.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Preta,0.0038854411775344315
CAND_00153,7.8,43.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Branca,1.0
CAND_00154,4.0,9.0,Bacharelado,Interior,Presencial,Masculino,Branca,0.6074724163748902
CAND_00155,3.9,37.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Preta,0.0
CAND_00156,6.4,82.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00157,8.4,55.0,Mestrado,Região Metropolitana,Híbrido,Feminino,Parda,0.655580091538055
CAND_00158,4.2,33.0,Ensino Médio,Região Metropolitana,Presencial,Masculino,Preta,0.284421006122167
CAND_00159,2.5,36.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.9740645332742912
CAND_00160,5.7,66.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.6805652830826527
CAND_00161,3.3,57.0,Doutorado,Capitais,Híbrido,Feminino,Branca,0.7144865221904737
CAND_00162,6.5,20.0,Mestrado,Capitais,Remoto,Feminino,Branca,0.5118692163579878
CAND_00163,7.8,63.0,Ensino Médio,Capitais,Presencial,Feminino,Branca,0.5873106741346806
CAND_00164,2.6,52.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.5390014970422288
CAND_00165,3.9,40.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.963900957995112
CAND_00166,4.6,47.0,Doutorado,Capitais,Híbrido,Não-binário,Branca,0.5482923213769779
CAND_00167,10.0,53.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.5343500968996351
CAND_00168,3.4,53.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.5976465542739877
CAND_00169,9.5,80.0,Bacharelado,Interior,Presencial,Masculino,Amarela,0.5221005014079241
CAND_00170,1.6,31.0,Bacharelado,Capitais,Híbrido,Masculino,Parda,0.68466841010008
CAND_00171,2.4,51.0,Ensino Médio,Capitais,Híbrido,Masculino,Branca,0.9682300203654177
CAND_00172,6.2,73.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.5989419429840868
CAND_00173,9.3,45.0,Bacharelado,Interior,Híbrido,Feminino,Branca,0.1989083276392958
CAND_00174,4.9,34.0,Mestrado,Capitais,Presencial,Masculino,Branca,0.8275045814108255
CAND_00175,6.1,44.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.6012856000992189
CAND_00176,10.0,60.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Branca,0.4728940748355498
CAND_00177,3.5,50.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.8788181172545213
CAND_00178,10.9,38.0,Doutorado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00179,6.8,83.0,Ensino Médio,Capitais,Remoto,Feminino,Branca,0.5959958664384658
CAND_00180,4.6,58.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.9130385342155403
CAND_00181,2.9,57.0,Ensino Médio,Região Metropolitana,Remoto,Masculino,Branca,0.7440051128067509
CAND_00182,4.7,56.0,Mestrado,Interior,Presencial,Masculino,Branca,0.8427032953534479
CAND_00183,2.3,39.0,Ensino Médio,Capitais,Presencial,Não-binário,Amarela,0.0
CAND_00184,8.8,30.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.9229709766050688
CAND_00185,6.4,46.0,Ensino Médio,Capitais,Híbrido,Masculino,Branca,0.9338120997858811
CAND_00186,8.1,65.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.4955522664753944
CAND_00187,0.0,62.0,Bacharelado,Capitais,Híbrido,Feminino,Indígena,0.19190849853273745
CAND_00188,10.4,67.0,Ensino Médio,Capitais,Híbrido,Feminino,Branca,0.8093307937794816
CAND_00189,4.0,57.0,Mestrado,Capitais,Remoto,Masculino,Preta,0.5468984974374408
CAND_00190,6.1,47.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.45023517290874726
CAND_00191,5.3,49.0,Mestrado,Região Metropolitana,Remoto,Feminino,Branca,0.4811008798418535
CAND_00192,0.6,44.0,Bacharelado,Capitais,Híbrido,Masculino,Parda,0.7054701943146572
CAND_00193,7.0,43.0,Mestrado,Capitais,Híbrido,Masculino,Branca,0.9954340834738385
CAND_00194,4.1,37.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.39217630073882004
CAND_00195,7.8,67.0,Bacharelado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00196,5.6,57.0,Ensino Médio,Capitais,Presencial,Feminino,Indígena,0.403803869543758
CAND_00197,7.5,62.0,Mestrado,Capitais,Híbrido,Masculino,Amarela,0.8795451682038419
CAND_00198,5.4,55.0,Ensino Médio,Capitais,Híbrido,Masculino,Preta,0.31207838718417236
CAND_00199,7.0,40.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00200,8.1,39.0,Mestrado,Capitais,Presencial,Masculino,Parda,0.7849091176991487
CAND_00201,5.7,68.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.5680086332195615
CAND_00202,8.0,45.0,Ensino Médio,Região Metropolitana,Híbrido,Masculino,Branca,0.7369556571259268
CAND_00203,3.5,67.0,Mestrado,Capitais,Híbrido,Masculino,Branca,1.0
CAND_00204,5.9,43.0,Mestrado,Região Metropolitana,Presencial,Masculino,Indígena,0.5215190925140212
CAND_00205,8.6,58.0,Bacharelado,Interior,Remoto,Feminino,Parda,0.3616967449052484
CAND_00206,4.2,28.0,Ensino Médio,Interior,Presencial,Feminino,Amarela,0.0
CAND_00207,10.3,44.0,Ensino Médio,Capitais,Remoto,Masculino,Preta,0.5117234601632721
CAND_00208,3.3,67.0,Bacharelado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00209,9.3,61.0,Mestrado,Capitais,Híbrido,Masculino,Indígena,0.7695363532902126
CAND_00210,2.3,60.0,Bacharelado,Interior,Presencial,Feminino,Branca,0.11836341219937244
CAND_00211,6.8,58.0,Doutorado,Capitais,Híbrido,Masculino,Amarela,0.668650873777174
CAND_00212,0.9,54.0,Mestrado,Capitais,Presencial,Masculino,Preta,0.47578839990847993
CAND_00213,5.1,33.0,Bacharelado,Interior,Híbrido,Masculino,Amarela,0.4956923915680155
CAND_00214,7.8,47.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Parda,0.8554097774529305
CAND_00215,9.5,58.0,Mestrado,Capitais,Remoto,Masculino,Indígena,0.7830574887787576
CAND_00216,7.9,36.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.8635558270338148
CAND_00217,5.9,42.0,Doutorado,Capitais,Híbrido,Feminino,Parda,0.6228526588434908
CAND_00218,2.5,38.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Branca,0.23377844694982436
CAND_00219,10.0,46.0,Bacharelado,Interior,Presencial,Masculino,Branca,0.6523123687045586
CAND_00220,0.6,34.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.4558428419718983
CAND_00221,2.6,74.0,Mestrado,Capitais,Remoto,Masculino,Branca,1.0
CAND_00222,6.2,86.0,Doutorado,Capitais,Remoto,Masculino,Branca,1.0
CAND_00223,9.8,67.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.7580358909656971
CAND_00224,2.5,43.0,Mestrado,Região Metropolitana,Presencial,Masculino,Branca,0.7356719475468629
CAND_00225,6.2,44.0,Mestrado,Capitais,Remoto,Feminino,Branca,0.6359240627335946
CAND_00226,3.9,53.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Indígena,0.4120075623978988
CAND_00227,4.1,67.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Branca,0.48617518288592626
CAND_00228,7.1,62.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Amarela,0.40562135426706286
CAND_00229,7.4,51.0,Mestrado,Interior,Presencial,Feminino,Parda,0.2290213644715392
CAND_00230,2.7,49.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.5301280427718632
CAND_00231,3.5,58.0,Mestrado,Capitais,Presencial,Masculino,Parda,0.7900555596554012
CAND_00232,4.9,32.0,Ensino Médio,Capitais,Híbrido,Masculino,Preta,0.4729102030283663
CAND_00233,6.7,64.0,Ensino Médio,Região Metropolitana,Remoto,Masculino,Indígena,0.6058430571006652
CAND_00234,3.5,58.0,Mestrado,Região Metropolitana,Remoto,Masculino,Preta,0.47652620260811085
CAND_00235,0.4,43.0,Bacharelado,Capitais,Híbrido,Feminino,Indígena,0.12960116208390693
CAND_00236,2.2,61.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Branca,0.6721300668721476
CAND_00237,1.8,55.0,Mestrado,Capitais,Híbrido,Feminino,Parda,0.44281556739758815
CAND_00238,5.2,69.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Amarela,0.17457965233059286
CAND_00239,8.0,22.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.9842330622577904
CAND_00240,4.6,49.0,Bacharelado,Capitais,Remoto,Masculino,Preta,0.22994369225932354
CAND_00241,1.6,54.0,Mestrado,Capitais,Híbrido,Feminino,Amarela,0.1733723601276544
CAND_00242,3.6,69.0,Doutorado,Interior,Presencial,Feminino,Branca,0.3469402249509369
CAND_00243,3.9,57.0,Mestrado,Região Metropolitana,Presencial,Não-binário,Branca,0.33902397980384336
CAND_00244,2.3,28.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Branca,0.5498084799454342
CAND_00245,5.9,67.0,Ensino Médio,Interior,Híbrido,Masculino,Branca,0.6823324840052948
CAND_00246,11.4,60.0,Bacharelado,Interior,Presencial,Masculino,Branca,0.7487281652856571
CAND_00247,4.3,64.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Amarela,0.5888136243371904
CAND_00248,7.5,0.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.9227388565081279
CAND_00249,3.2,39.0,Bacharelado,Capitais,Remoto,Masculino,Preta,0.3970761139077206
CAND_00250,6.9,67.0,Bacharelado,Interior,Remoto,Feminino,Branca,0.21578676316647497
CAND_00251,10.6,55.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.7180929325112732
CAND_00252,5.1,53.0,Bacharelado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00253,4.1,54.0,Bacharelado,Capitais,Híbrido,Feminino,Indígena,0.2277024377576865
CAND_00254,4.3,46.0,Mestrado,Capitais,Remoto,Masculino,Branca,0.891744767020285
CAND_00255,5.1,66.0,Ensino Médio,Interior,Híbrido,Feminino,Preta,0.0
CAND_00256,8.0,30.0,Ensino Médio,Interior,Híbrido,Masculino,Branca,0.6812882571912222
CAND_00257,10.6,46.0,Bacharelado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00258,0.0,43.0,Ensino Médio,Capitais,Remoto,Feminino,Preta,0.0
CAND_00259,7.7,16.0,Mestrado,Região Metropolitana,Remoto,Feminino,Branca,0.515299285788603
CAND_00260,3.0,63.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.8291752823557003
CAND_00261,3.0,46.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.9281266797656331
CAND_00262,2.2,6.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.7102413027807082
CAND_00263,0.6,64.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Parda,0.8464801197011244
CAND_00264,6.6,38.0,Bacharelado,Capitais,Presencial,Masculino,Parda,0.8357885455187822
CAND_00265,5.1,79.0,Mestrado,Capitais,Presencial,Masculino,Parda,1.0
CAND_00266,7.0,63.0,Bacharelado,Capitais,Presencial,Masculino,Branca,1.0
CAND_00267,5.8,66.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.9813658478895741
CAND_00268,2.7,52.0,Bacharelado,Região Metropolitana,Remoto,Não-binário,Branca,0.4642831024430678
CAND_00269,1.9,27.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.4946422257515422
CAND_00270,1.9,71.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.38778515753599796
CAND_00271,4.5,73.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Branca,0.47040437371626287
CAND_00272,7.2,48.0,Mestrado,Capitais,Híbrido,Masculino,Preta,0.42865633369719314
CAND_00273,6.8,41.0,Mestrado,Interior,Híbrido,Masculino,Branca,0.8078872602917333
CAND_00274,1.8,62.0,Mestrado,Região Metropolitana,Presencial,Masculino,Preta,0.24204205760279307
