id,years_experience,skills,education_level,location,preferred_work_mode,gender,race,suitability_score
CAND_00026,3.8,20.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Amarela,0.16733311793114322
CAND_00027,5.1,37.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Branca,0.39387725069151314
CAND_00028,9.5,54.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.8343382041996364
CAND_00029,3.4,37.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.33721555463372255
CAND_00030,3.8,45.0,Mestrado,Região Metropolitana,Presencial,Masculino,Indígena,0.47919472457275125
CAND_00031,1.0,46.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.45429494950829663
CAND_00032,2.1,58.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Indígena,0.5570071521078902
CAND_00033,6.2,36.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Branca,0.4237637631246476
CAND_00034,5.1,41.0,Ensino Médio,Capitais,Híbrido,Não-binário,Branca,0.33065609090445613
CAND_00035,5.1,71.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.8673972842443157
CAND_00036,10.2,43.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.6713418701657768
CAND_00037,0.0,61.0,Ensino Médio,Região Metropolitana,Presencial,Masculino,Indígena,0.32059687770461115
CAND_00038,12.0,50.0,Bacharelado,Capitais,Híbrido,Masculino,Indígena,0.6824898291064381
CAND_00039,8.5,50.0,Mestrado,Capitais,Presencial,Feminino,Branca,0.6253072415022226
CAND_00040,4.0,61.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Branca,0.2416484468628024
CAND_00041,6.2,22.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.38581537431508534
CAND_00042,3.0,57.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.7573635754602775
CAND_00043,6.0,58.0,Bacharelado,Capitais,Híbrido,Feminino,Preta,0.5171314344006748
CAND_00044,11.4,63.0,Bacharelado,Capitais,Presencial,Masculino,Amarela,0.6038130594253327
CAND_00045,3.1,44.0,Bacharelado,Capitais,Remoto,Feminino,Preta,0.15837806510603136
CAND_00046,4.3,50.0,Ensino Médio,Interior,Presencial,Não-binário,Branca,0.2766358795042434
CAND_00047,2.7,13.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Parda,0.32448510386599433
CAND_00048,3.2,40.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.5721797103199086
CAND_00049,3.8,53.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.6344252639666188
CAND_00050,1.7,72.0,Mestrado,Capitais,Remoto,Masculino,Branca,0.7940299079235751
CAND_00051,4.2,78.0,Mestrado,Capitais,Presencial,Feminino,Branca,0.6996401393269003
CAND_00052,5.2,45.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Preta,0.01288463444590554
CAND_00053,3.8,63.0,Bacharelado,Capitais,Híbrido,Masculino,Amarela,0.5554891606947878
CAND_00054,0.0,48.0,Doutorado,Região Metropolitana,Híbrido,Feminino,Amarela,0.17891927960101567
CAND_00055,4.5,26.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Parda,0.4069167231090059
CAND_00056,4.9,59.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Branca,0.7799139644414341
CAND_00057,10.7,77.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.9849150931339138
CAND_00058,5.1,44.0,Bacharelado,Interior,Presencial,Masculino,Preta,0.2779055256022015
CAND_00059,7.8,36.0,Doutorado,Região Metropolitana,Remoto,Masculino,Preta,0.6536413039762144
CAND_00060,3.7,51.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Amarela,0.20445969039346604
CAND_00061,8.9,48.0,Bacharelado,Capitais,Presencial,Feminino,Parda,0.3477897027381487
CAND_00062,2.2,89.0,Bacharelado,Capitais,Híbrido,Feminino,Indígena,0.333479602881835
CAND_00063,6.5,65.0,Mestrado,Região Metropolitana,Presencial,Feminino,Branca,0.7425613093681462
CAND_00064,7.5,52.0,Bacharelado,Interior,Híbrido,Masculino,Amarela,0.586219700211431
CAND_00065,7.1,7.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Indígena,0.40629472392246324
CAND_00066,11.5,48.0,Bacharelado,Capitais,Presencial,Masculino,Amarela,0.560326159548304
CAND_00067,3.2,78.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.7453436459979945
CAND_00068,9.2,51.0,Ensino Médio,Interior,Híbrido,Não-binário,Amarela,0.13368677543397736
CAND_00069,8.5,62.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Parda,0.5194272524029494
CAND_00070,5.1,56.0,Mestrado,Capitais,Presencial,Masculino,Branca,0.8317968177270755
CAND_00071,10.5,43.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Branca,0.8163143559600632
CAND_00072,4.6,75.0,Bacharelado,Interior,Híbrido,Feminino,Branca,0.3228108330911227
CAND_00073,5.1,53.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.6012002837179965
CAND_00074,5.0,39.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.7103633003598512
CAND_00075,1.2,50.0,Bacharelado,Capitais,Híbrido,Feminino,Preta,0.13401906768644678
CAND_00076,7.3,71.0,Mestrado,Interior,Presencial,Feminino,Branca,0.5219397455263977
CAND_00077,6.8,28.0,Bacharelado,Capitais,Híbrido,Feminino,Amarela,0.2496814030212644
CAND_00078,4.7,54.0,Ensino Médio,Interior,Presencial,Feminino,Preta,0.005813236178825176
CAND_00079,10.3,51.0,Bacharelado,Capitais,Presencial,Masculino,Parda,0.7731972229077009
CAND_00080,3.7,27.0,Bacharelado,Interior,Híbrido,Masculino,Parda,0.45097810937467686
CAND_00081,0.0,62.0,Mestrado,Capitais,Híbrido,Masculino,Branca,0.6850588548798068
CAND_00082,10.7,54.0,Mestrado,Capitais,Presencial,Masculino,Parda,0.9671721201157168
CAND_00083,8.0,63.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.7682692050775174
CAND_00084,6.9,67.0,Mestrado,Capitais,Híbrido,Não-binário,Branca,0.5214749567924508
CAND_00085,4.0,49.0,Ensino Médio,Capitais,Presencial,Masculino,Branca,0.666869224695013
CAND_00086,6.0,42.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.4640689628363862
CAND_00087,1.2,29.0,Ensino Médio,Região Metropolitana,Presencial,Não-binário,Indígena,0.0
CAND_00088,4.3,40.0,Ensino Médio,Região Metropolitana,Híbrido,Masculino,Branca,0.5422896009016834
CAND_00089,2.3,50.0,Ensino Médio,Capitais,Presencial,Masculino,Branca,0.3824489365762705
CAND_00090,5.8,36.0,Bacharelado,Capitais,Presencial,Masculino,Parda,0.6877740360273998
CAND_00091,7.8,59.0,Mestrado,Capitais,Híbrido,Masculino,Branca,0.928757743958059
CAND_00092,1.9,36.0,Bacharelado,Região Metropolitana,Remoto,Não-binário,Parda,0.25495456896832946
CAND_00093,7.2,24.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.7366346057058841
CAND_00094,5.6,41.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.6061363422808552
CAND_00095,7.1,53.0,Doutorado,Região Metropolitana,Híbrido,Feminino,Amarela,0.12558134001587817
CAND_00096,4.3,31.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.36185080768492495
CAND_00097,7.1,37.0,Bacharelado,Capitais,Remoto,Masculino,Amarela,0.36827427547279945
CAND_00098,2.9,41.0,Doutorado,Região Metropolitana,Híbrido,Masculino,Branca,0.673061944625289
CAND_00099,0.0,43.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.6660197971949076
CAND_00100,0.6,54.0,Bacharelado,Capitais,Híbrido,Masculino,Parda,0.6075386245321441
CAND_00101,3.5,60.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.6841939431312997
CAND_00102,0.2,43.0,Ensino Médio,Capitais,Presencial,Feminino,Preta,0.18709886925448782
CAND_00103,9.7,34.0,Bacharelado,Interior,Remoto,Feminino,Branca,0.5492092568093686
CAND_00104,4.8,52.0,Mestrado,Capitais,Presencial,Masculino,Indígena,0.6483985412482465
CAND_00105,7.8,58.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.7232458981824317
CAND_00106,7.4,74.0,Mestrado,Região Metropolitana,Presencial,Masculino,Amarela,0.6563199378575512
CAND_00107,5.0,67.0,Bacharelado,Capitais,Híbrido,Feminino,Preta,0.3336473389135178
CAND_00108,15.6,31.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.8171315779282375
CAND_00109,13.8,48.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.7469136247091278
CAND_00110,9.2,57.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Preta,0.39650471295689316
CAND_00111,2.3,37.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Indígena,0.07864891586055234
CAND_00112,9.3,45.0,Doutorado,Região Metropolitana,Híbrido,Masculino,Branca,0.6896570691624482
CAND_00113,0.0,60.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.38660465819350665
CAND_00114,9.2,54.0,Bacharelado,Capitais,Remoto,Feminino,Preta,0.2505953308996808
CAND_00115,0.0,50.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.30323617396539493
CAND_00116,4.0,40.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Preta,0.33986798751503217
CAND_00117,8.6,28.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.6661561135198355
CAND_00118,6.2,45.0,Bacharelado,Capitais,Híbrido,Masculino,Parda,0.671125066998257
CAND_00119,0.6,49.0,Ensino Médio,Capitais,Remoto,Masculino,Branca,0.5246178270120827
CAND_00120,5.5,28.0,Mestrado,Capitais,Híbrido,Masculino,Branca,0.5324049379357734
CAND_00121,6.2,51.0,Bacharelado,Capitais,Presencial,Feminino,Amarela,0.23136148981323318
CAND_00122,5.6,56.0,Bacharelado,Interior,Híbrido,Masculino,Amarela,0.280548420089784
CAND_00123,3.8,40.0,Mestrado,Capitais,Híbrido,Masculino,Preta,0.35656988524256106
CAND_00124,7.6,56.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.8165938533575947
CAND_00125,8.4,54.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.5442286884557133
CAND_00126,4.5,45.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.5770315187252902
CAND_00127,9.6,44.0,Mestrado,Interior,Híbrido,Masculino,Branca,0.6590084385061277
CAND_00128,4.5,45.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.4990741372449722
CAND_00129,3.5,37.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Branca,0.6436928403423856
CAND_00130,9.1,55.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Branca,0.792618135604934
CAND_00131,9.0,37.0,Mestrado,Capitais,Presencial,Feminino,Amarela,0.3185701961186746
CAND_00132,3.1,38.0,Doutorado,Capitais,Remoto,Masculino,Branca,0.7514437699175689
CAND_00133,2.7,57.0,Mestrado,Capitais,Híbrido,Masculino,Branca,0.838744404876284
CAND_00134,10.3,46.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.9464639112257832
CAND_00135,4.7,51.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.4729289838555926
CAND_00136,5.0,24.0,Mestrado,Capitais,Híbrido,Não-binário,Branca,0.21615357400812002
CAND_00137,4.2,42.0,Bacharelado,Interior,Presencial,Masculino,Branca,0.4712174331248179
CAND_00138,9.0,75.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.6654983522904382
CAND_00139,11.4,23.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.9843308179091046
CAND_00140,5.2,76.0,Mestrado,Região Metropolitana,Híbrido,Não-binário,Parda,0.36916274828462325
CAND_00141,12.3,54.0,Mestrado,Capitais,Presencial,Feminino,Branca,0.7065301626776369
CAND_00142,3.3,42.0,Mestrado,Capitais,Remoto,Feminino,Branca,0.41613562771453316
CAND_00143,4.2,47.0,Mestrado,Capitais,Presencial,Masculino,Preta,0.5635192569087253
CAND_00144,7.0,68.0,Mestrado,Interior,Híbrido,Masculino,Branca,0.6502587381320756
CAND_00145,2.5,16.0,Bacharelado,Capitais,Híbrido,Não-binário,Branca,0.11076669060966851
CAND_00146,7.0,71.0,Mestrado,Capitais,Remoto,Masculino,Indígena,0.5182250512917261
CAND_00147,3.4,54.0,Doutorado,Capitais,Híbrido,Feminino,Branca,0.6098762717049923
CAND_00148,0.4,65.0,Mestrado,Capitais,Presencial,Masculino,Parda,0.6758444402164532
CAND_00149,0.0,24.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.4980975238386054
CAND_00150,4.0,47.0,Mestrado,Interior,Presencial,Feminino,Amarela,0.18147640528338282
CAND_00151,6.3,15.0,Ensino Médio,Interior,Remoto,Feminino,Amarela,0.01664977418702303
CAND_00152,0.9,68.0,Ensino Médio,Capitais,Híbrido,Masculino,Preta,0.43625839369268304
CAND_00153,5.5,35.0,Doutorado,Região Metropolitana,Presencial,Feminino,Branca,0.4167000557637426
CAND_00154,5.5,35.0,Bacharelado,Capitais,Presencial,Masculino,Indígena,0.4999980473528832
CAND_00155,4.5,21.0,Bacharelado,Capitais,Remoto,Masculino,Parda,0.5748416425165775
CAND_00156,2.2,57.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Indígena,0.3766565028154789
CAND_00157,5.7,51.0,Mestrado,Região Metropolitana,Remoto,Masculino,Indígena,0.39201868012916824
CAND_00158,4.6,39.0,Mestrado,Interior,Híbrido,Masculino,Branca,0.5827491794198393
CAND_00159,7.9,54.0,Bacharelado,Interior,Remoto,Feminino,Branca,0.4056020687092688
CAND_00160,1.1,38.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.5078794490101964
CAND_00161,5.3,24.0,Mestrado,Capitais,Presencial,Não-binário,Branca,0.46781974443893565
CAND_00162,1.2,45.0,Doutorado,Capitais,Híbrido,Masculino,Branca,0.6722626489932726
CAND_00163,4.3,75.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.6009078650755528
CAND_00164,1.7,65.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.8286290074239937
CAND_00165,2.2,57.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.5501850856867775
CAND_00166,5.0,54.0,Bacharelado,Capitais,Presencial,Masculino,Amarela,0.6447868754502513
CAND_00167,3.3,45.0,Ensino Médio,Capitais,Presencial,Feminino,Branca,0.49238542585065603
CAND_00168,9.4,61.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.4601165201568073
CAND_00169,8.5,58.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.6481335656326028
CAND_00170,7.4,49.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.589314806209426
CAND_00171,7.4,53.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.7710693351951491
CAND_00172,5.4,26.0,Doutorado,Interior,Híbrido,Feminino,Preta,0.07963119888500156
CAND_00173,8.9,43.0,Ensino Médio,Capitais,Remoto,Masculino,Amarela,0.45347223343802406
CAND_00174,4.1,32.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Preta,0.2335716400488254
CAND_00175,11.4,32.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Preta,0.2453390580554045
CAND_00176,2.2,57.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Preta,0.24677265361930686
CAND_00177,1.6,31.0,Bacharelado,Capitais,Híbrido,Masculino,Preta,0.12337279793899714
CAND_00178,0.8,62.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.608978430746068
CAND_00179,1.3,65.0,Bacharelado,Interior,Remoto,Masculino,Parda,0.427485280712976
CAND_00180,0.1,49.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.6717974924392505
CAND_00181,5.6,41.0,Bacharelado,Capitais,Presencial,Feminino,Preta,0.3624265035212269
CAND_00182,7.6,65.0,Ensino Médio,Interior,Presencial,Masculino,Branca,0.5916036598375446
CAND_00183,5.1,58.0,Mestrado,Capitais,Remoto,Feminino,Indígena,0.43097065389281536
CAND_00184,0.8,68.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.7931748022381692
CAND_00185,3.6,34.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.5566070579977794
CAND_00186,7.5,46.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Branca,0.6651591402826725
CAND_00187,4.0,47.0,Mestrado,Capitais,Híbrido,Masculino,Branca,0.6926838665502406
CAND_00188,2.6,53.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.649541337127609
CAND_00189,0.5,59.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Amarela,0.08430366107431442
CAND_00190,3.7,52.0,Bacharelado,Capitais,Híbrido,Feminino,Preta,0.34670343745219223
CAND_00191,2.9,70.0,Bacharelado,Região Metropolitana,Presencial,Masculino,Branca,0.6617051753784219
CAND_00192,4.7,44.0,Mestrado,Capitais,Remoto,Feminino,Parda,0.5958574945757189
CAND_00193,6.4,34.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Branca,0.5220190391983877
CAND_00194,4.2,40.0,Mestrado,Capitais,Presencial,Feminino,Branca,0.5410275670290305
CAND_00195,5.6,38.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.7873637728973037
CAND_00196,6.4,43.0,Mestrado,Interior,Remoto,Feminino,Branca,0.3793015040326647
CAND_00197,1.3,46.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.5544065635783101
CAND_00198,10.7,47.0,Mestrado,Interior,Remoto,Masculino,Branca,0.6372300291397257
CAND_00199,2.8,53.0,Mestrado,Interior,Presencial,Masculino,Preta,0.32516529658414317
CAND_00200,6.5,43.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.7217330957958232
CAND_00201,1.6,66.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.5343534570764353
CAND_00202,5.3,21.0,Mestrado,Capitais,Remoto,Feminino,Preta,0.38173483493798227
CAND_00203,5.4,17.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Indígena,0.42662085102400527
CAND_00204,10.0,65.0,Mestrado,Região Metropolitana,Presencial,Feminino,Indígena,0.4549465158775939
CAND_00205,4.3,64.0,Mestrado,Região Metropolitana,Híbrido,Feminino,Indígena,0.40813435958082556
CAND_00206,8.9,69.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.944102541245033
CAND_00207,5.9,60.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.7106758370613733
CAND_00208,10.6,50.0,Doutorado,Capitais,Híbrido,Masculino,Preta,0.5987123366738798
CAND_00209,0.0,46.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Preta,0.4487996132276324
CAND_00210,6.4,26.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Indígena,0.30951435727620136
CAND_00211,0.0,52.0,Ensino Médio,Região Metropolitana,Remoto,Masculino,Branca,0.5117519909477417
CAND_00212,4.8,28.0,Mestrado,Capitais,Presencial,Feminino,Indígena,0.2563766306547073
CAND_00213,8.1,87.0,Mestrado,Capitais,Presencial,Masculino,Branca,0.9311976139253216
CAND_00214,9.3,35.0,Doutorado,Capitais,Híbrido,Feminino,Branca,0.6557186870324697
CAND_00215,7.2,49.0,Ensino Médio,Capitais,Presencial,Masculino,Preta,0.5132465048644149
CAND_00216,4.1,73.0,Ensino Médio,Capitais,Presencial,Feminino,Preta,0.37768740113099464
CAND_00217,6.6,45.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.7294831758334128
CAND_00218,12.5,45.0,Mestrado,Capitais,Híbrido,Masculino,Branca,0.7593787184770111
CAND_00219,5.2,11.0,Doutorado,Capitais,Híbrido,Masculino,Branca,0.7927284762596769
CAND_00220,7.9,30.0,Bacharelado,Capitais,Híbrido,Masculino,Indígena,0.6462445479520603
CAND_00221,3.7,58.0,Ensino Médio,Interior,Remoto,Masculino,Branca,0.6035641302757508
CAND_00222,8.2,75.0,Bacharelado,Interior,Remoto,Masculino,Amarela,0.6508253289439773
CAND_00223,7.7,37.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.634208199262127
CAND_00224,3.2,53.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.6376057396709699
CAND_00225,7.3,91.0,Mestrado,Capitais,Remoto,Masculino,Branca,0.8503205162442515
CAND_00226,7.5,59.0,Bacharelado,Região Metropolitana,Presencial,Feminino,Parda,0.40823539005233067
CAND_00227,7.2,65.0,Ensino Médio,Capitais,Híbrido,Feminino,Amarela,0.3153740983488037
CAND_00228,4.9,39.0,Bacharelado,Interior,Remoto,Feminino,Branca,0.38192096563111644
CAND_00229,8.7,73.0,Bacharelado,Capitais,Remoto,Masculino,Branca,1.0
CAND_00230,2.2,40.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.5424483666544698
CAND_00231,5.0,37.0,Mestrado,Região Metropolitana,Remoto,Masculino,Branca,0.6026476929998549
CAND_00232,5.3,72.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.7812390291700481
CAND_00233,8.5,40.0,Mestrado,Capitais,Remoto,Não-binário,Preta,0.14483289301709404
CAND_00234,2.1,50.0,Ensino Médio,Capitais,Presencial,Masculino,Branca,0.7588020588950734
CAND_00235,5.7,74.0,Bacharelado,Região Metropolitana,Híbrido,Feminino,Amarela,0.21448048010039988
CAND_00236,3.5,36.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.5965813687584803
CAND_00237,5.3,46.0,Bacharelado,Interior,Híbrido,Feminino,Branca,0.4785231853083055
CAND_00238,6.2,41.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Amarela,0.4772924182473326
CAND_00239,1.2,45.0,Mestrado,Capitais,Presencial,Feminino,Branca,0.5106277024526493
CAND_00240,8.8,51.0,Bacharelado,Capitais,Presencial,Masculino,Preta,0.5547772368562643
CAND_00241,6.3,70.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.632580927853823
CAND_00242,2.4,75.0,Bacharelado,Capitais,Híbrido,Não-binário,Branca,0.5426215013064727
CAND_00243,4.0,52.0,Mestrado,Região Metropolitana,Híbrido,Masculino,Branca,0.7497257432391119
CAND_00244,9.5,39.0,Mestrado,Capitais,Híbrido,Feminino,Preta,0.2897138467596551
CAND_00245,6.2,60.0,Mestrado,Região Metropolitana,Remoto,Feminino,Branca,0.6386686156185104
CAND_00246,2.1,50.0,Bacharelado,Capitais,Remoto,Masculino,Preta,0.34569803128617194
CAND_00247,2.6,51.0,Ensino Médio,Capitais,Híbrido,Masculino,Branca,0.7434963679146752
CAND_00248,6.9,35.0,Ensino Médio,Capitais,Híbrido,Masculino,Branca,0.6237990867597976
CAND_00249,7.2,26.0,Bacharelado,Capitais,Remoto,Masculino,Branca,0.7046308189383284
CAND_00250,6.1,50.0,Mestrado,Capitais,Remoto,Masculino,Branca,0.8017126236487715
CAND_00251,4.1,34.0,Bacharelado,Interior,Remoto,Masculino,Parda,0.49030735100146877
CAND_00252,7.4,42.0,Bacharelado,Capitais,Híbrido,Feminino,Amarela,0.3268966656895707
CAND_00253,4.1,72.0,Bacharelado,Região Metropolitana,Híbrido,Masculino,Branca,0.7917486676103652
CAND_00254,2.4,49.0,Bacharelado,Capitais,Remoto,Feminino,Branca,0.5148633339527724
CAND_00255,9.8,67.0,Mestrado,Capitais,Híbrido,Não-binário,Branca,0.5417475466704329
CAND_00256,6.5,54.0,Mestrado,Capitais,Presencial,Não-binário,Branca,0.6113682751654077
CAND_00257,2.6,59.0,Ensino Médio,Região Metropolitana,Remoto,Feminino,Branca,0.3426545243647182
CAND_00258,5.4,42.0,Mestrado,Capitais,Híbrido,Feminino,Branca,0.5102962941656138
CAND_00259,5.1,67.0,Bacharelado,Região Metropolitana,Remoto,Feminino,Parda,0.4449930479978445
CAND_00260,4.0,55.0,Mestrado,Interior,Híbrido,Feminino,Preta,0.10947997153349537
CAND_00261,5.7,46.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.8373777300246008
CAND_00262,2.2,55.0,Bacharelado,Capitais,Presencial,Masculino,Branca,0.526645688824733
CAND_00263,7.6,39.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,0.43546091587663216
CAND_00264,5.0,46.0,Mestrado,Capitais,Presencial,Feminino,Amarela,0.2780641908883872
CAND_00265,0.2,49.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Amarela,0.33102704544169104
CAND_00266,4.3,42.0,Bacharelado,Capitais,Híbrido,Feminino,Branca,0.37315999966011626
CAND_00267,3.2,73.0,Bacharelado,Região Metropolitana,Remoto,Masculino,Branca,0.6110585201877248
CAND_00268,0.0,44.0,Mestrado,Capitais,Presencial,Masculino,Branca,0.6953296117085661
CAND_00269,4.5,81.0,Bacharelado,Capitais,Presencial,Feminino,Branca,0.6253048733652369
CAND_00270,8.1,51.0,Bacharelado,Capitais,Híbrido,Masculino,Branca,1.0
